Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Moorestown,Burlington,DVRPC,2015,3190.71,9871.37,738.81,10156.4,333.65,513.33,49551.06,54668.28,865.19,829.15,3171.09,6281.23,480.23,123346.32
Summit,Union,NJTPA,2019,13816.98,3306.73,996.46,4129.65,192.84,636.15,78491.9,11633.11,1031.62,972.18,1984.38,5011.11,796.78,122999.9
Berkeley,Ocean,NJTPA,2019,13749.74,3290.64,991.61,4109.55,191.9,633.05,78109.91,11576.5,1026.6,967.44,1974.72,4986.73,792.9,122401.29
Monroe,Middlesex,NJTPA,2017,8084.43,2008.49,655.47,5052.18,50.23,486.81,84282.6,15286.71,311.34,772.3,1214.6,2949.17,509.77,121664.12
Englewood,Bergen,NJTPA,2019,13660.37,3269.25,985.17,4082.84,190.65,628.94,77602.2,11501.25,1019.93,961.16,1961.89,4954.31,787.75,121605.69
Carteret,Middlesex,NJTPA,2019,13643.75,3265.27,983.97,4077.87,190.42,628.17,77507.82,11487.26,1018.69,959.99,1959.5,4948.29,786.79,121457.8
Hammonton,Atlantic,SJTPO,2015,11305.3,6648.43,2100.46,7149.14,350.97,679.81,41157.17,62058.49,926.95,1792.84,2654.75,7136,948.67,119540.55
Atlantic City,Atlantic,SJTPO,2015,11298.88,6644.66,2099.27,7145.09,350.77,679.43,41133.81,62023.27,926.43,1791.82,2653.24,7131.95,948.13,119472.7
Manchester,Ocean,NJTPA,2019,13409.59,3209.24,967.08,4007.88,187.15,617.39,76177.6,11290.12,1001.21,943.51,1925.87,4863.36,773.29,119373.3
Fairfield,Essex,NJTPA,2017,21330.76,5299.4,841.65,2230.33,28.36,321.66,72838.04,6748.45,656.45,593.06,1856.55,4504.35,656.06,117905.13
Tinton Falls,Monmouth,NJTPA,2019,13226.28,3165.36,953.86,3953.1,184.59,608.95,75136.25,11135.78,987.52,930.61,1899.54,4796.88,762.72,117741.46
East Windsor,Mercer,DVRPC,2015,3014.82,9327.21,698.08,9596.53,315.25,485.03,46819.58,51654.72,817.5,783.44,2996.29,5934.98,453.75,116546.91
Pennsauken,Camden,DVRPC,2015,3010.06,9312.47,696.98,9581.37,314.76,484.27,46745.61,51573.11,816.21,782.2,2991.55,5925.6,453.04,116362.77
Upper,Cape May,SJTPO,2020,3256.16,1891.71,1554.66,6526.09,76.78,876.82,36347.47,43348.78,455.41,485.58,4947.73,6987.12,681.06,115432.52
Hopewell,Mercer,DVRPC,2019,4411.88,1773.5,1521.3,4837.68,283.32,742.55,39683.34,42099.32,1567.22,1287.63,3269.34,5223,709.36,115215.75
Florham Park,Morris,NJTPA,2019,12878.67,3082.17,928.79,3849.2,179.74,592.95,73161.5,10843.11,961.57,906.16,1849.62,4670.81,742.67,114646.95
Long Branch,Monmouth,NJTPA,2019,12771.63,3056.55,921.07,3817.21,178.25,588.02,72553.41,10752.98,953.57,898.62,1834.25,4631.99,736.5,113694.05
Denville,Morris,NJTPA,2019,12763.8,3054.68,920.51,3814.87,178.14,587.66,72508.97,10746.39,952.99,898.07,1833.12,4629.15,736.05,113624.4
Passaic,Passaic,NJTPA,2017,8059.03,2002.18,838.58,4531.5,89.16,419.37,74925.77,13711.24,516.42,974.49,1713.15,4157.55,653.05,112591.47
Lyndhurst,Bergen,NJTPA,2019,12613.17,3018.63,909.64,3769.85,176.04,580.72,71653.25,10619.57,941.74,887.47,1811.49,4574.52,727.36,112283.46
Rahway,Union,NJTPA,2019,12508.66,2993.62,902.11,3738.61,174.58,575.91,71059.57,10531.58,933.94,880.12,1796.48,4536.62,721.33,111353.14
Irvington,Essex,NJTPA,2019,12490.75,2989.33,900.82,3733.26,174.33,575.09,70957.83,10516.5,932.6,878.86,1793.91,4530.12,720.3,111193.7
East Rutherford,Bergen,NJTPA,2019,12453.35,2980.38,898.12,3722.08,173.81,573.36,70745.37,10485.02,929.81,876.23,1788.54,4516.56,718.14,110860.77
West Deptford,Gloucester,DVRPC,2019,4234.2,1702.08,1460.03,4642.84,271.91,712.64,38085.12,40403.79,1504.1,1235.77,3137.67,5012.65,680.79,110575.51
Millburn,Essex,NJTPA,2017,6276.24,1559.26,1214.69,3709.65,18.18,699.41,80873.98,11224.54,227.19,958.61,761.47,1847.63,945.23,110316.09
Bloomfield,Essex,NJTPA,2017,2836.33,704.66,1292.21,3991.21,4.18,1166.27,84696.79,12076.47,97.04,910.25,274.41,665.76,1007.26,109722.84
Burlington,Burlington,DVRPC,2015,2833.57,8766.46,656.11,9019.59,296.3,455.87,44004.8,48549.25,768.35,736.34,2816.15,5578.17,426.48,109540.14
Voorhees,Camden,DVRPC,2015,2833.44,8766.05,656.08,9019.17,296.29,455.85,44002.75,48547,768.31,736.31,2816.02,5577.91,426.46,109535.05
East Orange,Essex,NJTPA,2017,3820.06,949.05,1303.21,3754.18,4.88,968.04,84052.28,11359.26,113.75,917.13,321.59,780.23,1015.84,109359.48
Teaneck,Bergen,NJTPA,2017,5440.4,1351.61,402.54,5999.59,14.42,531.39,74576.81,18153.36,132.92,297.35,525.62,1275.95,312.53,109014.5
Branchburg,Somerset,NJTPA,2019,12095.93,2894.84,872.34,3615.25,168.82,556.91,68714.9,10184.08,903.12,851.08,1737.2,4386.93,697.53,107678.95
Rockaway,Morris,NJTPA,2017,10169.41,2526.48,461.45,4070.63,126.16,278.14,69636.28,12316.78,494.79,758.25,1736.02,4213.89,357.52,107145.79
Ridgewood village,Bergen,NJTPA,2019,12029.4,2878.92,867.54,3595.37,167.89,553.84,68336.97,10128.07,898.16,846.4,1727.65,4362.8,693.7,107086.72
Mount Olive,Morris,NJTPA,2017,6194.67,1539,551.97,4275,121.83,245.81,73435.22,12935.14,477.7,906.87,1676.1,4068.45,427.65,106855.41
East Hanover,Morris,NJTPA,2017,4068.83,1010.86,631.89,4467.8,128.78,287.87,74628.07,13518.52,505.05,1038.32,1772.04,4301.32,489.57,106848.92
Westfield,Union,NJTPA,2019,11910.36,2850.43,858.96,3559.79,166.23,548.36,67660.69,10027.84,889.27,838.02,1710.55,4319.62,686.83,106026.96
Belleville,Essex,NJTPA,2019,11889.26,2845.38,857.44,3553.48,165.93,547.39,67540.82,10010.08,887.69,836.54,1707.52,4311.97,685.62,105839.12
Union City,Hudson,NJTPA,2017,4712.18,1170.69,2718.94,4100.74,3.66,896.23,74070.9,12407.87,135.09,1649.49,404.37,981.64,2105.88,105357.67
Fort Lee,Bergen,NJTPA,2019,11832.02,2831.68,853.31,3536.38,165.13,544.76,67215.69,9961.89,883.42,832.51,1699.3,4291.21,682.31,105329.63
Fort Lee,Bergen,NJTPA,2017,15974.17,3968.61,497.12,4747.96,35.07,449.23,59726.68,14366.21,323.18,367.22,1278.02,3102.42,385.97,105221.86
Montville,Morris,NJTPA,2017,10169.21,2526.43,570.45,3815.95,130.64,232.06,67833.03,11546.16,512.35,937.37,1797.64,4363.45,441.98,104876.73
Pemberton,Burlington,DVRPC,2019,3964.22,1593.55,1366.94,4346.81,254.58,667.21,35656.78,37827.61,1408.19,1156.98,2937.61,4693.04,637.38,103525.13
Manchester,Ocean,NJTPA,2017,4069.45,1011.01,635.84,4537.95,424.57,642.24,69379.56,13730.76,1060.12,797.65,1695.07,4115.35,492.88,102592.44
Roxbury,Morris,NJTPA,2017,10070.97,2502.03,504.87,3803.58,115.4,228.99,66087.37,11508.73,452.59,829.6,1587.96,3854.49,391.16,101937.73
Hoboken,Hudson,NJTPA,2019,11446.45,2739.41,825.5,3421.13,159.75,527,65025.29,9637.26,854.63,805.38,1643.92,4151.37,660.08,101897.18
Carlstadt,Bergen,NJTPA,2019,11391.11,2726.16,821.51,3404.6,158.98,524.46,64710.94,9590.67,850.5,801.49,1635.98,4131.3,656.89,101404.59
Garfield,Bergen,NJTPA,2019,11338.5,2713.57,817.72,3388.87,158.25,522.03,64412.07,9546.37,846.57,797.79,1628.42,4112.22,653.85,100936.24
Elmwood Park,Bergen,NJTPA,2019,11334.81,2712.69,817.45,3387.77,158.2,521.86,64391.11,9543.27,846.3,797.53,1627.89,4110.88,653.64,100903.4
Totowa,Passaic,NJTPA,2019,11303.35,2705.16,815.18,3378.37,157.76,520.42,64212.41,9516.78,843.95,795.31,1623.37,4099.48,651.83,100623.37
Holmdel,Monmouth,NJTPA,2019,11128.23,2663.25,802.55,3326.03,155.31,512.35,63217.57,9369.34,830.87,782.99,1598.22,4035.96,641.73,99064.41
Medford,Burlington,DVRPC,2019,3756.22,1509.94,1295.22,4118.73,241.22,632.2,33785.87,35842.8,1334.31,1096.27,2783.48,4446.79,603.94,98093.17
Upper,Cape May,SJTPO,2015,5437.36,6283.87,2054.65,6807.46,878.56,590.54,33656.58,54131.83,1403.93,1274.56,1684.75,8174.8,942.73,97755.17
Nutley,Essex,NJTPA,2019,10957.16,2622.31,790.21,3274.9,152.92,504.48,62245.72,9225.3,818.1,770.96,1573.65,3973.92,631.86,97541.49
Hanover,Morris,NJTPA,2017,9669.45,2402.27,406.42,3591.29,112.17,237.96,63184.8,10866.39,439.93,667.83,1543.57,3746.75,314.89,97183.72
Randolph,Morris,NJTPA,2017,1711.42,425.18,708.53,4223.59,46.4,327.08,72777.02,12779.58,181.99,1164.25,638.54,1549.94,548.95,97082.47
Cranford,Union,NJTPA,2017,3059.51,760.1,785.34,4021.36,8.73,1071.55,72537.1,12167.69,75.78,843.48,329.19,798.78,607.11,97065.71
Somerville,Somerset,NJTPA,2019,10899,2608.39,786.02,3257.51,152.11,501.8,61915.37,9176.34,813.76,766.86,1565.3,3952.83,628.51,97023.82
Red Bank,Monmouth,NJTPA,2019,10891.83,2606.67,785.5,3255.37,152.01,501.47,61874.63,9170.3,813.22,766.36,1564.27,3950.23,628.1,96959.98
Fair Lawn,Bergen,NJTPA,2017,6291.6,1563.08,469.9,4883.61,32.2,379.75,63648.1,14776.66,286.9,353.01,1123.9,2728.24,364.87,96901.82
Englewood,Bergen,NJTPA,2017,2872.61,713.67,400.69,5899.93,19.88,536.36,65331.11,17851.81,183.26,295.98,724.71,1759.24,311.1,96900.35
Berkeley,Ocean,NJTPA,2017,2122.97,527.43,640.76,5010.68,274.05,786.47,66518.96,15161.13,665.73,814.46,982.87,2386.29,496.52,96388.32
Willingboro,Burlington,DVRPC,2019,3669.72,1475.17,1265.39,4023.88,235.66,617.64,33007.82,35017.38,1303.58,1071.03,2719.37,4344.39,590.03,95834.18
Montgomery,Somerset,NJTPA,2017,4314.2,1071.82,376.36,3450.28,276.72,303.42,56008.13,10439.72,1287.61,574.99,5039.39,12221.03,292.41,95656.07
Summit,Union,NJTPA,2017,6672.93,1657.82,896.72,3289.74,17.93,785.3,68006.31,9953.98,155.02,961.84,672.58,1632.03,693.26,95395.46
Glassboro,Gloucester,DVRPC,2019,3648.89,1466.79,1258.21,4001.05,234.33,614.13,32820.52,34818.68,1296.18,1064.95,2703.94,4319.74,586.69,95290.39
Raritan,Hunterdon,NJTPA,2017,7588.52,1885.29,375.32,3677.7,384.45,378.12,58686.73,11127.84,663.97,1065.52,2552.89,6206.18,286.37,94878.9
Neptune City,Monmouth,NJTPA,2017,1497.36,372,219.29,3841.6,84.75,818.7,72318.78,11623.79,289.31,571.15,780.12,1894.37,171.8,94483
Kenilworth,Union,NJTPA,2019,10587.4,2533.82,763.55,3164.38,147.76,487.45,60145.18,8913.99,790.49,744.94,1520.55,3839.81,610.54,94249.86
Warren,Somerset,NJTPA,2019,10521.21,2517.98,758.77,3144.6,146.84,484.41,59769.17,8858.26,785.55,740.28,1511.04,3815.81,606.72,93660.64
Springfield,Union,NJTPA,2019,10436.26,2497.64,752.65,3119.21,145.65,480.49,59286.58,8786.73,779.21,734.3,1498.84,3785,601.83,92904.4
Stafford,Ocean,NJTPA,2017,3278.31,814.46,592.46,4151.67,293.29,741.22,63867.46,12561.99,712.48,753.07,1051.89,2553.87,459.1,91831.29
Hopewell,Mercer,DVRPC,2015,2368.16,7326.56,548.35,7538.12,247.63,380.99,36776.98,40575,642.15,615.4,2353.6,4661.95,356.43,91548.1
West Milford,Passaic,NJTPA,2019,10272.42,2458.43,740.83,3070.24,143.37,472.95,58355.84,8648.79,766.97,722.78,1475.31,3725.58,592.38,91445.9
West Deptford,Gloucester,DVRPC,2015,2341.47,7244.01,542.17,7453.17,244.84,376.7,36362.57,40117.8,634.91,608.46,2327.08,4609.42,352.41,90516.51
Plainfield,Union,NJTPA,2017,4455.29,1106.87,991.97,4026.72,10.01,882.21,63618.48,12183.9,86.92,1065.41,377.59,916.22,766.86,90488.45
Morris,Morris,NJTPA,2019,10158.29,2431.12,732.6,3036.13,141.78,467.7,57707.48,8552.7,758.45,714.75,1458.92,3684.19,585.8,90429.89
Lacey,Ocean,NJTPA,2019,10145.37,2428.03,731.67,3032.27,141.59,467.1,57634.11,8541.82,757.49,713.84,1457.07,3679.5,585.05,90314.91
Pemberton,Burlington,DVRPC,2015,2326.04,7196.26,538.59,7404.04,243.23,374.22,36122.87,39853.34,630.73,604.45,2311.74,4579.04,350.09,89919.84
Ridgewood village,Bergen,NJTPA,2017,3196.84,794.22,413.64,5024.85,14.29,509.51,61327.68,15204,131.65,305.55,520.63,1263.85,321.15,89027.86
Jefferson,Morris,NJTPA,2019,9961.96,2384.13,718.44,2977.45,139.03,458.66,56592.19,8387.4,743.79,700.93,1430.72,3612.98,574.47,88682.18
Denville,Morris,NJTPA,2017,8171.53,2030.13,381.68,3174.07,92.22,185.8,58255.24,9603.98,361.68,627.18,1269,3080.28,295.72,87528.51
Hillside,Union,NJTPA,2019,9831.17,2352.83,709.01,2938.36,137.21,452.64,55849.22,8277.29,734.03,691.73,1411.94,3565.55,566.93,87517.91
Union City,Hudson,NJTPA,2019,9771.36,2338.52,704.7,2920.48,136.37,449.88,55509.45,8226.93,729.56,687.52,1403.35,3543.86,563.48,86985.48
West New York,Hudson,NJTPA,2017,3593.57,892.79,2747.02,3295.76,2.96,784.48,59935.52,9972.19,109.43,1666.53,327.55,795.16,2127.63,86250.59
Scotch Plains,Union,NJTPA,2019,9621.14,2302.57,693.86,2875.58,134.28,442.97,54656.03,8100.45,718.35,676.95,1381.78,3489.37,554.82,85648.14
Stafford,Ocean,NJTPA,2019,9585.25,2293.98,691.28,2864.86,133.78,441.31,54452.19,8070.24,715.67,674.43,1376.62,3476.36,552.75,85328.72
Raritan,Somerset,NJTPA,2019,9539.21,2282.96,687.95,2851.1,133.13,439.19,54190.64,8031.48,712.23,671.19,1370.01,3459.66,550.1,84918.86
Florham Park,Morris,NJTPA,2017,5523.05,1372.14,380.3,3346.69,62.51,203.56,59748.15,10126.29,245.17,624.9,860.22,2088.04,294.65,84875.68
Westfield,Union,NJTPA,2017,3699.53,919.11,1018.6,3740.69,9.07,876,60050.44,11318.44,78.73,1094.01,342,829.86,787.44,84763.91
Middlesex,Middlesex,NJTPA,2019,9504.37,2274.62,685.44,2840.68,132.65,437.59,53992.71,8002.14,709.63,668.74,1365.01,3447.03,548.09,84608.69
Morris,Morris,NJTPA,2017,7695.72,1911.92,422.95,3330.37,81.51,256.15,55634.02,10076.93,319.66,694.99,1121.56,2722.39,327.69,84595.84
Warren,Somerset,NJTPA,2017,12260.16,3045.91,315.97,2238.5,80.83,199.41,53502.08,6773.16,376.1,482.72,1471.94,3569.61,245.49,84561.87
Lacey,Ocean,NJTPA,2017,2345.16,582.63,530.63,4036.42,275.89,710.81,58539.28,12213.25,670.2,674.48,989.46,2402.3,411.18,84381.69
Rahway,Union,NJTPA,2017,13292.22,3302.31,658.3,2546.52,74.07,419.74,44720.33,7705.18,642.86,707.15,2792.45,6775.93,508.91,84145.98
West Milford,Passaic,NJTPA,2017,3671.53,912.15,741.13,4175.67,47.08,393.89,56878.68,12634.6,263.03,866.63,870.81,2113.37,577.15,84145.74
Lodi,Bergen,NJTPA,2019,9356.05,2239.13,674.75,2796.36,130.58,430.76,53150.14,7877.27,698.56,658.3,1343.71,3393.23,539.53,83288.36
Pleasantville,Atlantic,SJTPO,2020,3225.36,1524.76,1242.29,4451.86,27.56,458.11,30259.33,28657.08,265.75,460.87,2034.86,3984.16,572.45,83224.59
Logan,Gloucester,DVRPC,2019,3182.1,1279.15,1097.25,3489.21,204.35,535.57,28621.86,30364.4,1130.36,928.71,2358.03,3767.12,511.63,83100.09
Medford,Burlington,DVRPC,2015,2146.26,6640.06,496.97,6831.79,224.43,345.3,33330.98,36773.12,581.98,557.73,2133.07,4225.13,323.03,82970.04
West Caldwell,Essex,NJTPA,2019,9306.21,2227.2,671.15,2781.46,129.88,428.47,52866.96,7835.3,694.83,654.79,1336.55,3375.15,536.66,82844.6
Hazlet,Monmouth,NJTPA,2019,9260.27,2216.2,667.84,2767.73,129.24,426.35,52606.01,7796.62,691.4,651.56,1329.95,3358.5,534.01,82435.69
Dover,Morris,NJTPA,2019,9256.57,2215.32,667.57,2766.62,129.19,426.18,52584.99,7793.51,691.13,651.3,1329.42,3357.15,533.8,82402.74
Millville,Cumberland,SJTPO,2020,1974.4,1724.52,3352.79,4291.23,47.26,665.5,27726.82,28877.59,302.09,1489,2119.82,4750.42,809.59,82394.85
Teterboro,Bergen,NJTPA,2019,9231.6,2209.34,665.77,2759.16,128.84,425.03,52443.11,7772.48,689.26,649.54,1325.83,3348.1,532.36,82180.42
Branchburg,Somerset,NJTPA,2017,4207.53,1045.32,307.18,2750.2,136.3,256.56,55080.14,8321.46,631.92,471.1,2473.07,5997.49,238.64,81916.91
Madison,Morris,NJTPA,2019,9173.3,2195.39,661.57,2741.73,128.03,422.35,52111.94,7723.4,684.91,645.44,1317.46,3326.95,528.99,81661.46
Ocean,Monmouth,NJTPA,2017,1492.9,370.89,242.11,3302.47,69.68,652.87,61655.2,9992.48,237.86,630.59,641.38,1557.46,189.68,81035.56
Ramsey,Bergen,NJTPA,2017,4585.59,1139.24,250.88,3997.11,21.08,463.84,54988,12094.3,194.25,185.32,768.17,1864.75,194.79,80747.33
Belleville,Essex,NJTPA,2017,6865.41,1705.64,1094.99,2604.78,9.68,622.59,55578.7,7881.45,225.52,770.6,637.61,1546.96,853.53,80397.48
Irvington,Essex,NJTPA,2017,3129.79,777.56,926.21,2858.08,3.66,807.51,60300.23,8647.87,85.22,652.77,240.97,584.65,721.95,79736.47
Tinton Falls,Monmouth,NJTPA,2017,1168.4,290.28,158.31,2981.33,76.97,766.71,61450.53,9020.82,262.77,412.34,708.55,1720.58,124.03,79141.61
Kenilworth,Union,NJTPA,2017,1082.93,269.04,487.35,3011.32,3.32,921.42,62672.23,9111.56,28.85,523.43,125.33,304.11,376.75,78917.66
Vernon,Sussex,NJTPA,2017,1031.86,256.36,189.97,4497.93,173.42,604.62,54865.17,13609.68,269.8,482.03,810.38,1969.85,147.91,78908.99
Saddle Brook,Bergen,NJTPA,2019,8825.8,2112.22,636.5,2637.87,123.18,406.35,50137.86,7430.82,658.97,620.99,1267.55,3200.92,508.96,78568
Carteret,Middlesex,NJTPA,2017,7638.55,1897.72,387.25,2779.37,68.74,296.3,50205.24,8409.73,426.08,456.27,1662.22,4036.03,301.17,78564.67
Nutley,Essex,NJTPA,2017,4634.8,1151.47,1033.48,2763.6,21.09,676.12,56178.98,8362.01,184.14,734.84,571.1,1385.81,805.57,78503.01
Pequannock,Morris,NJTPA,2019,8780.13,2101.29,633.21,2624.22,122.54,404.25,49878.41,7392.37,655.56,617.78,1260.99,3184.36,506.32,78161.43
Jefferson,Morris,NJTPA,2017,1862.77,462.78,510.72,3825.73,83.29,228.51,55060.71,11575.77,247.79,890.96,841.87,2044.04,395.96,78030.92
Glassboro,Gloucester,DVRPC,2015,2001.94,6193.58,463.55,6372.42,209.34,322.08,31089.79,34300.49,542.85,520.23,1989.64,3941.03,301.31,77391.1
Willingboro,Burlington,DVRPC,2015,1993.34,6166.96,461.56,6345.03,208.44,320.69,30956.15,34153.04,540.51,518,1981.08,3924.09,300.01,77058.43
East Rutherford,Bergen,NJTPA,2017,14275.75,3546.66,321.07,2751.54,40.16,237.52,41286.86,8325.5,370.12,237.17,1463.65,3553.04,249.28,76658.31
Readington,Hunterdon,NJTPA,2017,12699.36,3155.02,231.85,2186.56,326.83,258.14,41394.18,6616.02,623.79,622.45,2404.91,5844.24,177.28,76540.63
Oakland,Bergen,NJTPA,2019,8569.82,2050.96,618.04,2561.36,119.61,394.56,48683.66,7215.3,639.85,602.98,1230.79,3108.08,494.19,76289.2
Somerville,Somerset,NJTPA,2017,2082.65,517.41,294.24,2972.68,60.32,299.31,56259.8,8994.62,280.69,449.53,1098.55,2664.09,228.61,76202.5
Long Branch,Monmouth,NJTPA,2017,776.95,193.02,222.78,2960.64,53.45,769.25,59094.94,8958.21,182.45,580.24,491.99,1194.69,174.53,75653.13
Plainsboro,Middlesex,NJTPA,2019,8482.52,2030.07,611.75,2535.27,118.39,390.54,48187.73,7141.8,633.33,596.84,1218.25,3076.42,489.16,75512.07
Ramsey,Bergen,NJTPA,2019,8480.98,2029.7,611.64,2534.81,118.37,390.47,48178.97,7140.5,633.22,596.73,1218.03,3075.86,489.07,75498.34
Millville,Cumberland,SJTPO,2015,8734.04,1425.31,1749.77,3656.92,342.19,508.74,24173.54,40816.07,551.58,2584.46,4379.85,3668.11,788.32,75293.17
Wyckoff,Bergen,NJTPA,2019,8427.74,2016.96,607.8,2518.9,117.62,388.02,47876.53,7095.68,629.24,592.98,1210.38,3056.55,486,75024.4
Bergenfield,Bergen,NJTPA,2019,6598.47,1578.96,641.82,2695.41,161.95,431.1,49533.54,7574.12,719.87,634.44,1116.12,2818.04,512.98,75016.82
Eatontown,Monmouth,NJTPA,2017,1125.67,279.66,231.68,2973.42,89.76,485.15,56881.24,8996.86,306.4,603.43,826.21,2006.27,181.51,74987.25
Hawthorne,Passaic,NJTPA,2019,8416.28,2014.22,606.97,2515.47,117.46,387.49,47811.44,7086.03,628.39,592.18,1208.74,3052.4,485.34,74922.4
Montgomery,Somerset,NJTPA,2019,8248.39,1974.04,594.86,2465.29,115.12,379.76,46857.69,6944.68,615.85,580.36,1184.62,2991.51,475.66,73427.85
Aberdeen,Monmouth,NJTPA,2019,8243.93,1972.97,594.54,2463.96,115.06,379.56,46832.38,6940.92,615.52,580.05,1183.98,2989.89,475.4,73388.17
Franklin,Gloucester,DVRPC,2019,2796.86,1124.29,964.41,3066.78,179.61,470.73,25156.73,26688.3,993.52,816.28,2072.56,3311.05,449.69,73039.5
Holmdel,Monmouth,NJTPA,2017,884.93,219.85,165.18,2793.25,51.65,683.87,56921.45,8451.72,176.32,430.22,475.45,1154.52,129.41,72537.83
Robbinsville,Mercer,DVRPC,2019,2775.62,1115.75,957.09,3043.5,178.25,467.16,24965.77,26485.71,985.97,810.08,2056.82,3285.92,446.28,72485.06
Bordentown,Burlington,DVRPC,2019,2757.48,1108.46,950.83,3023.61,177.08,464.1,24802.57,26312.58,979.53,804.79,2043.38,3264.44,443.36,72011.25
Franklin Lakes,Bergen,NJTPA,2019,8084.94,1934.92,583.07,2416.44,112.84,372.24,45929.15,6807.06,603.65,568.86,1161.15,2932.23,466.23,71972.79
Cinnaminson,Burlington,DVRPC,2019,2751.38,1106.01,948.73,3016.92,176.69,463.08,24747.69,26254.37,977.36,803.01,2038.86,3257.22,442.38,71851.91
Totowa,Passaic,NJTPA,2017,6004.91,1491.86,516.01,2369.72,65.23,162.96,48175.49,7170.23,377.19,600.26,1250.22,3034.1,401.84,71620.02
Mantua,Gloucester,DVRPC,2019,2728.04,1096.63,940.68,2991.32,175.19,459.15,24537.74,26031.63,969.07,796.19,2021.56,3229.58,438.63,71242.34
Florence,Burlington,DVRPC,2019,2692.49,1082.34,928.42,2952.35,172.91,453.17,24218.03,25692.46,956.44,785.82,1995.22,3187.5,432.91,70314.1
West New York,Hudson,NJTPA,2019,7880.19,1885.92,568.31,2355.25,109.98,362.81,44766.01,6634.67,588.36,554.46,1131.74,2857.97,454.43,70150.1
Vernon,Sussex,NJTPA,2019,7862.03,1881.57,567,2349.82,109.73,361.98,44662.85,6619.38,587.01,553.18,1129.14,2851.38,453.38,69988.44
City of Orange,Essex,NJTPA,2019,7847.13,1878.01,565.92,2345.37,109.52,361.29,44578.21,6606.84,585.89,552.13,1127,2845.98,452.52,69855.8
Franklin,Gloucester,DVRPC,2015,1804.7,5583.35,417.88,5744.56,188.71,290.34,28026.59,30920.94,489.36,468.97,1793.6,3552.73,271.62,69765.95
Lyndhurst,Bergen,NJTPA,2017,12491.17,3103.3,241.99,3562.37,29.18,320.68,35131.21,10778.89,242.2,182.21,928.93,2254.9,187.9,69454.93
Pequannock,Morris,NJTPA,2017,7491.81,1861.26,319.24,2515.39,86.3,132.7,43453.64,7610.97,338.46,524.58,1187.54,2882.55,247.34,68651.78
North Plainfield,Somerset,NJTPA,2019,7667.73,1835.07,552.99,2291.75,107.02,353.03,43559.06,6455.79,572.5,539.51,1101.23,2780.92,442.17,68258.76
Sparta,Sussex,NJTPA,2019,7655.4,1832.12,552.1,2288.06,106.84,352.46,43489.03,6445.41,571.58,538.64,1099.46,2776.45,441.46,68149.03
Carlstadt,Bergen,NJTPA,2017,17251.49,4285.95,238.47,2241.08,38.61,264.55,30915.24,6780.98,355.86,176.15,1407.27,3416.17,185.15,67556.98
Madison,Morris,NJTPA,2017,981.22,243.77,463.02,3035.04,30.91,158.65,50389.71,9183.31,121.21,760.84,425.27,1032.27,358.74,67183.97
Rutherford,Bergen,NJTPA,2019,7525.39,1801.01,542.72,2249.2,105.03,346.48,42750.47,6335.95,561.87,529.49,1080.79,2729.29,433.97,66991.67
Mullica,Atlantic,SJTPO,2020,2595.92,1227.2,999.85,3583.06,22.18,368.71,24354.13,23064.56,213.89,370.93,1637.75,3206.64,460.73,66983.05
Readington,Hunterdon,NJTPA,2019,7524.38,1800.76,542.65,2248.9,105.01,346.43,42744.69,6335.1,561.8,529.42,1080.64,2728.92,433.91,66982.61
Springfield,Union,NJTPA,2017,6743.39,1675.32,635.49,2034.24,18.33,387.13,45549.26,6155.12,159.12,682.54,691.24,1677.3,491.27,66899.77
Clark,Union,NJTPA,2019,7482.15,1790.66,539.6,2236.28,104.43,344.48,42504.8,6299.54,558.64,526.45,1074.58,2713.61,431.47,66606.68
New Providence,Union,NJTPA,2019,7312.3,1750.01,527.35,2185.51,102.05,336.66,41539.92,6156.54,545.96,514.5,1050.18,2652.01,421.68,65094.69
Maple Shade,Burlington,DVRPC,2019,2480.09,996.96,855.19,2719.45,159.27,417.42,22307.57,23665.68,880.99,723.83,1837.83,2936.05,398.76,64767.3
Harrison,Gloucester,DVRPC,2019,2468.04,992.11,851.03,2706.23,158.49,415.39,22199.12,23550.63,876.71,720.31,1828.89,2921.78,396.82,64452.44
Mullica,Atlantic,SJTPO,2015,6092.83,3583.08,1132.02,3852.93,189.15,366.38,22181.09,33445.57,499.57,966.23,1430.74,3845.85,511.27,64424.74
Berkeley Heights,Union,NJTPA,2019,7215.75,1726.9,520.39,2156.66,100.71,332.22,40991.46,6075.25,538.75,507.71,1036.32,2616.99,416.11,64235.22
Sparta,Sussex,NJTPA,2017,1043.84,259.33,188.72,3871.96,156.97,371.66,43220.98,11715.64,244.21,478.85,733.5,1782.98,146.94,64215.56
Wyckoff,Bergen,NJTPA,2017,3636.45,903.44,239.77,3588.17,12.87,289.27,42526.15,10856.95,118.58,177.11,468.91,1138.29,186.16,64142.12
Franklin Lakes,Bergen,NJTPA,2017,10065.92,2500.77,197.86,2719.83,24.52,196.31,36037.99,8229.55,225.95,146.15,893.54,2169.08,153.62,63561.08
