Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Mountainside ,Union,NJTPA,2017,1118581,277900,190288,1878722,9394,386467,60235677,5684571,81548,204375,354245,859581,147105,71428454
Cranbury,Middlesex,NJTPA,2017,4660338,1157811,190197,2998766,29852,503946,77150060,9073563,185019,224097,721790,1752568,147918,98795925
Westampton,Burlington,DVRPC,2015,578255,1791644,189592,6664157,104276,530857,45521027,35870797,265429,218031,985878,1952797,123235,94795975
Harrison,Gloucester,DVRPC,2015,577394,1788974,189309,6654227,104120,530066,45453197,35817346,265033,217706,984409,1949887,123051,94654720
Lower Alloways Creek,Salem,SJTPO,2015,1151190,179753,189276,1623960,87175,535980,17246959,23634454,108617,270439,951067,700430,83560,46762863
Tewksbury,Hunterdon,NJTPA,2019,3199094,798277,189052,1857782,68185,362866,35162899,6067334,107684,239308,422438,1034236,146418,49655573
Neptune City ,Monmouth,NJTPA,2017,483774,120193,188924,7277429,67852,2290575,187076140,22019795,231625,492062,624581,1516669,148005,222537624
Point Pleasant Beach ,Ocean,NJTPA,2019,3189339,795843,188475,1852117,67978,361760,35055681,6048833,107355,238579,421150,1031082,145971,49504163
Leonia ,Bergen,NJTPA,2019,3180927,793743,187978,1847232,67798,360805,34963222,6032879,107072,237949,420040,1028363,145586,49373594
Glen Ridge ,Essex,NJTPA,2017,203492,50556,187193,763044,295,382295,22779459,2308793,6856,131737,19384,47029,145914,27026047
Long Branch ,Monmouth,NJTPA,2017,115751,28760,186176,5321665,38059,2190004,146459703,16102108,129919,484909,350333,850712,145857,172403956
Pennington ,Mercer,DVRPC,2019,656377,275123,185463,1402351,64302,272906,11496183,14152302,105719,203698,449341,695982,83767,30043515
Rockaway ,Morris,NJTPA,2017,205768,51121,185330,3026250,16177,310864,68094853,9156717,63445,304534,222603,540330,143590,82321582
Eatontown ,Monmouth,NJTPA,2017,397545,98766,184933,5485912,61493,1184102,137366244,16599078,209916,481666,566045,1374524,144880,164155104
Beachwood ,Ocean,NJTPA,2019,3106875,775265,183602,1804229,66220,352405,34149281,5892435,104580,232410,410261,1004423,142198,48224184
Clementon ,Camden,DVRPC,2019,648857,271971,183338,1386285,63565,269780,11364476,13990165,104507,201365,444194,688008,82808,29699320
Upper Freehold,Monmouth,NJTPA,2019,3089445,770916,182572,1794106,65848,350429,33957695,5859377,103993,231106,407959,998787,141399,47953632
Lyndhurst,Bergen,NJTPA,2017,8286134,2058603,181500,7154882,32804,948529,98771962,21648990,266740,137284,1016490,2467411,140935,143112264
Blairstown,Warren,NJTPA,2019,3066313,765144,181205,1780673,65355,347805,33703437,5815505,103214,229376,404905,991309,140341,47594582
Vernon,Sussex,NJTPA,2017,509072,126476,180623,9203692,146476,1938381,149834005,27848208,227881,458297,684463,1663784,140632,192961990
Mendham ,Morris,NJTPA,2019,3049636,760982,180219,1770988,65000,345913,33520130,5783875,102653,228128,402703,985917,139577,47335721
Oxford,Warren,NJTPA,2017,472938,117496,179283,1516034,15511,413138,21807365,4587161,25522,225833,98673,239516,139267,29837737
North Haledon ,Passaic,NJTPA,2019,3021241,753897,178541,1754499,64395,342693,33208024,5730021,101697,226004,398953,976737,138278,46894980
Metuchen ,Middlesex,NJTPA,2017,991460,246316,178066,2689188,19538,403538,85850390,8136846,121106,209805,472460,1147173,138484,100604370
Mount Holly,Burlington,DVRPC,2015,537223,1664511,176139,6191278,96876,493189,42290921,33325457,246594,202560,915922,1814229,114490,88069390
Fanwood ,Union,NJTPA,2017,302881,75248,175823,927947,823,422830,24436597,2807751,7142,188839,31022,75274,135922,29588099
Woolwich,Gloucester,DVRPC,2015,534908,1657337,175380,6164592,96459,491063,42108637,33181817,245531,201687,911974,1806410,113997,87689790
Florence,Burlington,DVRPC,2015,533391,1652639,174882,6147118,96185,489671,41989276,33087760,244835,201115,909389,1801289,113674,87441225
Sparta,Sussex,NJTPA,2017,549138,136427,174780,8249696,138497,1317626,124110629,24961640,215469,443471,647177,1573150,136082,162653782
Chatham ,Morris,NJTPA,2017,111323,27657,173573,2854486,10831,488324,58085039,8637002,42476,285216,149035,361756,134481,71361199
Gibbsboro ,Camden,DVRPC,2019,606625,254270,171405,1296056,59428,252221,10624797,13079587,97705,188258,415282,643228,77418,27766280
Blairstown,Warren,NJTPA,2017,3582145,889947,170764,2048840,66483,413656,36207902,6199308,109397,215101,422957,1026672,132649,51485821
Franklin,Warren,NJTPA,2017,211134,52454,168357,1644482,8865,491759,23818140,4975815,14587,212069,56396,136895,130779,31921732
Delanco,Burlington,DVRPC,2019,591657,247996,167176,1264077,57962,245997,10362640,12756862,95294,183613,405036,627357,75508,27081175
Mansfield,Warren,NJTPA,2019,2819819,703636,166638,1637529,60102,319846,30994093,5348009,94917,210937,372355,911620,129059,43768560
North Caldwell ,Essex,NJTPA,2017,159502,39627,165717,1066952,377,433411,26767370,3228345,8771,116623,24799,60165,129175,32200834
Lambertville ,Hunterdon,NJTPA,2019,2792235,696752,165008,1621510,59514,316717,30690901,5295694,93989,208873,368713,902702,127797,43340405
Wyckoff,Bergen,NJTPA,2017,1864533,463223,164164,6781956,11232,844737,111771836,20520600,103509,121263,409330,993653,127458,144177494
Lindenwold ,Camden,DVRPC,2015,499428,1547409,163747,5755708,90061,458492,39315662,30980938,229246,188309,851485,1686594,106436,81873515
Alloway,Salem,SJTPO,2015,576091,94152,163423,873302,38924,191480,8082447,9747208,61587,247343,495583,415048,73626,21060214
Woodland Park ,Passaic,NJTPA,2017,2083,302978,163241,2019714,25248,264429,58570824,6111178,145992,189896,483898,1174345,127126,70798397
Commercial,Cumberland,SJTPO,2015,571901,93467,162234,866950,38640,190088,8023661,9676313,61139,245544,491979,412029,73091,20907036
Greenwich,Warren,NJTPA,2019,2738322,683300,161822,1590202,58365,310602,30098321,5193444,92174,204840,361594,885273,125329,42503588
Swedesboro ,Gloucester,DVRPC,2019,572120,239807,161656,1222336,56048,237874,10020455,12335616,92148,177550,391661,606641,73015,26186925
Garfield ,Bergen,NJTPA,2017,751555,186716,161291,6153385,9777,1131589,96551087,18618701,90114,119140,356353,865051,125225,125119984
Carlstadt ,Bergen,NJTPA,2017,8972270,2229066,161072,4109049,32996,656453,81004193,12433018,304101,118982,1202582,2919280,125059,114268121
Lawrence,Cumberland,SJTPO,2015,567043,92673,160856,859587,38312,188473,7955513,9594128,60620,243458,487800,408530,72470,20729463
Magnolia ,Camden,DVRPC,2019,569113,238547,160806,1215913,55753,236624,9967800,12270796,91664,176617,389603,603453,72631,26049320
Estell Manor ,Atlantic,SJTPO,2015,607255,357644,159757,1390326,32511,208366,11206283,12068790,84285,139728,244621,657543,72154,27229263
Washington ,Warren,NJTPA,2019,2677850,668210,158249,1555084,57076,303743,29433640,5078754,90138,200317,353609,865723,122561,41564954
Waterford,Camden,DVRPC,2015,481636,1492284,157914,5550663,86852,442158,37915055,29877253,221079,181601,821151,1626510,102644,78956800
Bedminster,Somerset,NJTPA,2017,10970697,2725554,157595,2106982,129786,343573,120380785,6375233,603905,240767,2363529,5731799,122441,152252646
Hopewell,Cumberland,SJTPO,2015,552388,90278,156699,837371,37322,183602,7749904,9346170,59053,237166,475193,397971,70597,20193716
South River ,Middlesex,NJTPA,2017,608213,151106,155911,2916595,15809,442902,68790697,8824929,97988,183701,382268,928182,121253,83619554
Stow Creek,Cumberland,SJTPO,2020,111969,101976,155805,474172,4088,93234,3061825,3700393,7768,89789,111058,241293,36443,8189810
Bellmawr ,Camden,DVRPC,2015,475037,1471836,155750,5474608,85662,436100,37395546,29467877,218050,179112,809899,1604224,101237,77874940
Northvale ,Bergen,NJTPA,2019,2629492,656143,155391,1527002,56045,298257,28902112,4987039,88511,196699,347223,850089,120348,40814351
Margate City ,Atlantic,SJTPO,2020,489780,241429,154581,1317208,6383,171852,8947427,9832804,18298,74416,285459,541886,68998,22150524
South Harrison,Gloucester,DVRPC,2019,545892,228813,154245,1166300,53478,226969,9561088,11770116,87923,169411,373706,578831,69667,24986440
Plumsted,Ocean,NJTPA,2017,310302,77091,153892,2929940,93955,598939,53745727,8865312,240347,224166,406072,985941,119434,68751118
Hampton,Sussex,NJTPA,2019,2594200,647336,153306,1506507,55293,294254,28514196,4920104,87322,194059,342563,838680,118732,40266552
Little Silver ,Monmouth,NJTPA,2019,2579782,643739,152453,1498134,54985,292619,28355725,4892761,86837,192981,340659,834018,118073,40042766
Haddon,Camden,DVRPC,2015,462050,1431597,151492,5324936,83320,424177,36373179,28662247,212089,174216,787757,1560365,98470,75745895
Cliffside Park ,Bergen,NJTPA,2019,1524743,396505,150177,3565290,63442,781283,69408532,11940443,139192,249992,500128,1270359,118413,90108499
Franklin Lakes ,Bergen,NJTPA,2017,6907222,1716025,150040,5651019,31730,641987,111077431,17098654,292432,110833,1156439,2807267,116492,147757571
Haddonfield ,Camden,DVRPC,2015,456390,1414061,149636,5259710,82300,418981,35927635,28311156,209491,172082,778108,1541252,97263,74818065
Roselle Park ,Union,NJTPA,2017,496178,123271,149563,1219782,2816,300502,35418709,3690774,24439,160636,106168,257616,115623,42066077
Belmar ,Monmouth,NJTPA,2019,2517576,628216,148777,1462010,53659,285563,27671984,4774782,84743,188327,332445,813907,115226,39077215
Norwood ,Bergen,NJTPA,2019,2516866,628039,148735,1461597,53644,285482,27664177,4773434,84720,188274,332351,813678,115193,39066190
Brigantine ,Atlantic,SJTPO,2020,470912,232128,148626,1266464,6137,165231,8602735,9454003,17593,71549,274462,521010,66340,21297192
Raritan,Somerset,NJTPA,2017,1540826,382802,146279,2849684,83921,432796,93016245,8622473,390492,223478,1528283,3706242,113649,113037170
Clayton ,Gloucester,DVRPC,2015,444888,1378424,145865,5127153,80226,408422,35022174,27597649,204211,167745,758498,1502409,94812,72932475
Franklin,Hunterdon,NJTPA,2019,2461975,614342,145491,1429721,52475,279256,27060841,4669329,82872,184168,325102,795932,112681,38214185
Shiloh ,Cumberland,SJTPO,2015,511476,83592,145093,775351,34558,170004,7175911,8653950,54680,219600,439998,368496,65368,18698077
Little Ferry ,Bergen,NJTPA,2017,257187,63897,144986,2942192,3190,344793,43282580,8902380,29395,107099,116247,282193,112570,56588709
Saddle Brook,Bergen,NJTPA,2017,2311353,574231,144603,3883170,12290,574368,85595324,11749559,113269,106816,447927,1087349,112271,106712530
North Haledon ,Passaic,NJTPA,2017,192006,47702,144399,1775025,4525,323613,34084761,5370808,26165,167978,86722,210463,112452,42546619
Bergenfield ,Bergen,NJTPA,2017,521425,129545,144023,6673020,6861,767207,81008245,20190989,63227,106385,250036,606965,111821,110579749
Lebanon,Hunterdon,NJTPA,2019,2423786,604813,143235,1407544,51661,274925,26641096,4596903,81586,181312,320060,783586,110933,37621440
Southampton,Burlington,DVRPC,2015,436111,1351230,142987,5026003,78643,400364,34331248,27053195,200182,164435,743534,1472769,92942,71493645
Lebanon ,Hunterdon,NJTPA,2019,2414956,602609,142713,1402416,51472,273923,26544038,4580155,81289,180651,318894,780732,110529,37484377
Chatham,Morris,NJTPA,2017,590630,146735,141950,2657017,18410,346731,62367572,8039509,72319,227728,253919,616342,109963,75588825
Ventnor City ,Atlantic,SJTPO,2020,447759,220716,141319,1204198,5836,157108,8179781,8989196,16728,68032,260968,495395,63078,20250116
Keansburg ,Monmouth,NJTPA,2019,2377476,593257,140498,1380651,50673,269672,26132069,4509070,80028,177847,313944,768615,108814,36902614
Burlington ,Burlington,DVRPC,2015,427938,1325905,140307,4931807,77169,392861,33687821,26546171,196430,161354,729599,1445167,91200,70153730
Gloucester City ,Camden,DVRPC,2015,425451,1318200,139492,4903146,76721,390578,33492041,26391896,195289,160416,725359,1436768,90670,69746025
Manasquan ,Monmouth,NJTPA,2019,2357861,588362,139339,1369260,50256,267447,25916476,4471870,79368,176380,311354,762273,107916,36598162
Fanwood ,Union,NJTPA,2019,2352991,587147,139051,1366432,50152,266895,25862945,4462633,79203,176016,310711,760699,107693,36522568
Oaklyn ,Camden,DVRPC,2019,489721,205269,138373,1046290,47976,203615,8577269,10558992,78876,151979,335252,519270,62499,22415380
Holland,Hunterdon,NJTPA,2019,2340933,584138,138338,1359430,49895,265527,25730413,4439765,78798,175114,309119,756801,107141,36335412
Boonton,Morris,NJTPA,2017,3140733,780282,137760,2929614,53888,319951,70220539,8864323,211340,226367,741512,1799895,106733,89532937
Montvale ,Bergen,NJTPA,2017,398682,99048,136361,4139971,4835,660954,65517322,12526578,44566,100728,176236,427814,105872,84338967
North Plainfield ,Somerset,NJTPA,2017,408866,101578,136003,2723250,26864,414734,78721486,8239913,125009,207779,489247,1186475,105665,92886869
Old Tappan ,Bergen,NJTPA,2019,2298390,573522,135824,1334724,48988,260701,25262803,4359079,77365,171931,303501,743047,105194,35675069
Pohatcong,Warren,NJTPA,2017,1854277,460676,135649,1639085,34383,374006,25992448,4959485,56575,170869,218738,530956,105372,36532519
Mendham,Morris,NJTPA,2019,2282430,569540,134881,1325455,48648,258891,25087371,4328808,76828,170737,301394,737887,104463,35427333
Medford Lakes ,Burlington,DVRPC,2019,475518,199316,134361,1015947,46584,197710,8328521,10252772,76589,147571,325530,504211,60686,21765315
Dunellen ,Middlesex,NJTPA,2019,2273091,567210,134329,1320033,48449,257832,24984729,4311098,76514,170039,300160,734868,104036,35282388
Colts Neck,Monmouth,NJTPA,2017,1227558,304973,134326,3645758,98450,796941,95212936,11031208,336077,349858,906239,2200612,105234,116350170
Allamuchy,Warren,NJTPA,2019,2267308,565766,133987,1316674,48325,257176,24921165,4300130,76319,169606,299397,732999,103771,35192623
Salem ,Salem,SJTPO,2015,813827,127075,133807,1148048,61628,378908,12192630,16708230,76786,191185,672351,495165,59072,33058713
Merchantville ,Camden,DVRPC,2019,473102,198303,133678,1010784,46348,196705,8286202,10200675,76200,146821,323876,501649,60378,21654720
Harrington Park ,Bergen,NJTPA,2019,2256884,563165,133371,1310621,48103,255993,24806587,4280359,75968,168826,298020,729629,103294,35030820
Rumson ,Monmouth,NJTPA,2019,2256850,563157,133369,1310601,48102,255989,24806209,4280294,75967,168823,298016,729617,103293,35030287
Liberty,Warren,NJTPA,2017,156594,38904,133007,1229459,7899,331801,16711923,3720054,12998,167541,50255,121987,103320,22785742
Collingswood ,Camden,DVRPC,2015,404978,1254768,132780,4667206,73029,371783,31880406,25121919,185892,152697,690454,1367631,86307,66389850
Chester,Morris,NJTPA,2017,356822,88649,132773,2481663,26763,388234,56079124,7508928,104960,218172,368265,893901,102870,68751124
Mansfield,Burlington,DVRPC,2015,404942,1254658,132768,4666796,73022,371750,31877602,25119709,185875,152683,690394,1367511,86299,66384010
Union,Hunterdon,NJTPA,2019,2236900,558179,132190,1299016,47677,253727,24586933,4242458,75296,167331,295381,723168,102380,34720636
East Greenwich,Gloucester,DVRPC,2015,401293,1243351,131572,4624740,72364,368400,31590329,24893337,184200,151307,684172,1355187,85522,65785775
Berlin,Camden,DVRPC,2015,400901,1242137,131443,4620224,72294,368041,31559481,24869029,184020,151160,683504,1353864,85438,65721535
Berlin ,Camden,DVRPC,2015,400387,1240543,131274,4614297,72201,367568,31518993,24837124,183784,150966,682627,1352127,85328,65637220
Haledon ,Passaic,NJTPA,2019,2209182,551262,130552,1282918,47087,250583,24282265,4189889,74363,165258,291721,714206,101111,34290397
Lafayette,Sussex,NJTPA,2019,2208129,550999,130490,1282307,47064,250463,24270690,4187891,74327,165179,291582,713866,101063,34274050
Hopewell ,Mercer,DVRPC,2019,461428,193410,130379,985842,45204,191851,8081728,9948959,74319,143198,315884,489270,58888,21120360
Kinnelon ,Morris,NJTPA,2017,3056655,759393,129503,2805890,55668,245772,71261144,8489963,218323,212799,766013,1859365,100336,89960824
Garwood ,Union,NJTPA,2019,2188472,546094,129329,1270892,46645,248234,24054634,4150610,73666,163709,288986,707512,100163,33968946
Ocean,Ocean,NJTPA,2017,409056,101626,129329,2261961,73871,543118,49377054,6844160,179451,164389,264937,643236,100217,61092405
Quinton,Salem,SJTPO,2020,385824,471689,129163,2290500,14535,377630,15070059,20861910,22372,278648,257885,838661,101301,41097960
Alexandria,Hunterdon,NJTPA,2019,2160370,539082,127668,1254573,46046,245046,23745754,4097313,72720,161607,285276,698427,98877,33532759
Neptune City ,Monmouth,NJTPA,2019,2152737,537177,127217,1250140,45883,244180,23661854,4082837,72463,161036,284268,695959,98528,33414279
Spring Lake Heights ,Monmouth,NJTPA,2019,2149507,536371,127026,1248264,45815,243814,23626350,4076710,72354,160794,283841,694915,98380,33364141
Tenafly ,Bergen,NJTPA,2017,1008260,250491,126775,4339461,8733,498760,70365322,13130189,80484,93647,318278,772624,98429,91091453
Hazlet,Monmouth,NJTPA,2017,263992,65587,125996,3956832,53721,1075638,103460827,11972444,183386,328163,494505,1200802,98708,123280601
Pohatcong,Warren,NJTPA,2019,2127097,530779,125702,1235250,45337,241272,23380029,4034208,71600,159118,280882,687670,97354,33016298
Atlantic Highlands ,Monmouth,NJTPA,2019,2117235,528318,125119,1229524,45127,240153,23271633,4015504,71268,158380,279580,684481,96903,32863225
Ventnor City ,Atlantic,SJTPO,2015,473081,278621,124458,1083130,25327,162327,8730225,9402158,65662,108855,190572,512257,56211,21212884
Woodcliff Lake ,Bergen,NJTPA,2017,275365,68411,123967,2638781,3086,551859,51634166,7984330,28442,91572,112476,273037,96249,63881741
Highlands ,Monmouth,NJTPA,2019,2093949,522508,123743,1216001,44630,237512,23015682,3971340,70484,156638,276505,676953,95837,32501782
Highland Park ,Middlesex,NJTPA,2017,285234,70862,123559,2019048,6633,280143,56027790,6109161,41114,145582,160389,389444,96093,65755052
Brigantine ,Atlantic,SJTPO,2015,468134,275708,123157,1071803,25063,160630,8638931,9303838,64975,107717,188579,506900,55623,20991056
Montague,Sussex,NJTPA,2019,2060015,514040,121737,1196294,43907,233663,22642691,3906981,69342,154100,272024,665983,94284,31975061
Pompton Lakes ,Passaic,NJTPA,2017,2969243,737676,121734,1738144,52598,240967,51001614,5259213,304174,141540,1008235,2446827,94801,66116766
Farmingdale ,Monmouth,NJTPA,2019,2045291,510366,120867,1187744,43593,231993,22480858,3879056,68846,152998,270080,661223,93610,31746525
National Park ,Gloucester,DVRPC,2019,427601,179231,120821,913570,41890,177786,7489258,9219603,68871,132700,292726,453402,54571,19572030
White,Warren,NJTPA,2019,2035529,507930,120290,1182075,43385,230886,22373555,3860541,68517,152268,268790,658066,93163,31594995
Brielle ,Monmouth,NJTPA,2019,2030956,506789,120020,1179419,43288,230367,22323290,3851868,68363,151926,268187,656588,92954,31524015
Bloomingdale ,Passaic,NJTPA,2017,1894601,470693,119953,1479784,32779,189217,40474734,4477478,189547,139540,628262,1524692,93415,51714695
Holmdel,Monmouth,NJTPA,2017,185257,46026,118995,4906071,33444,1541963,144606837,14844618,114164,309928,307847,747543,93224,167855917
Pitman ,Gloucester,DVRPC,2015,362472,1123069,118843,4177341,65364,332761,28534269,22485147,166381,136670,617985,1224086,77248,59421635
Watchung ,Somerset,NJTPA,2017,1904061,473044,118216,1868321,32774,245521,63947005,5653099,152599,178950,597327,1448579,91832,76711328
Fredon,Sussex,NJTPA,2019,1998383,498661,118095,1160504,42594,226672,21965270,3790092,67267,149489,263885,646058,91463,31018433
Peapack and Gladstone ,Somerset,NJTPA,2019,1993201,497368,117789,1157494,42483,226084,21908308,3780263,67093,149102,263201,644382,91226,30937994
South Amboy ,Middlesex,NJTPA,2017,2137721,531094,117773,1462859,25491,199613,40162901,4426268,157997,138765,616371,1496606,91593,51565052
Mendham,Morris,NJTPA,2017,77355,19218,117278,2018251,6585,331961,43128993,6106753,25823,192710,90603,219922,90864,52426316
Rutherford ,Bergen,NJTPA,2017,2082234,517309,116578,4871720,12635,515148,77348420,14740682,116105,87256,458768,1113664,90517,102071036
Bernardsville ,Somerset,NJTPA,2017,50896,12644,116242,2401988,4574,357713,67349740,7267852,21284,177590,83303,202018,90313,78136157
Hamburg ,Sussex,NJTPA,2019,1966934,490813,116237,1142240,41923,223105,21619593,3730446,66208,147137,259732,635890,90024,30530282
Stratford ,Camden,DVRPC,2015,353922,1096579,116040,4078808,63822,324912,27861221,21954781,162456,133446,603408,1195213,75426,58020035
Millstone,Monmouth,NJTPA,2017,542439,134763,116034,2938095,56430,539667,72173829,8889985,192631,302218,519435,1261339,90904,87757769
Belvidere,Warren,NJTPA,2019,1961769,489525,115931,1139241,41813,222519,21562820,3720650,66035,146750,259050,634221,89787,30450111
Long Beach,Ocean,NJTPA,2019,1953770,487529,115459,1134595,41643,221612,21474896,3705479,65766,146152,257994,631634,89421,30325950
Ogdensburg ,Sussex,NJTPA,2019,1952290,487159,115371,1133736,41611,221444,21458630,3702672,65715,146041,257799,631156,89353,30302977
Boonton,Morris,NJTPA,2019,1944497,485215,114911,1129211,41445,220560,21372980,3687893,65453,145458,256770,628637,88997,30182027
Kingwood,Hunterdon,NJTPA,2019,1943000,484841,114822,1128341,41413,220390,21356520,3685053,65403,145346,256572,628153,88928,30158782
Downe,Cumberland,SJTPO,2020,82170,74836,114339,347975,3000,68420,2246943,2715560,5700,65892,81501,177075,26744,6010151
Edgewater ,Bergen,NJTPA,2017,590136,146614,113496,4386364,6310,635895,58635102,13272115,58149,83834,229959,558228,88118,78804320
Tuckerton ,Ocean,NJTPA,2019,1906785,475804,112682,1107310,40641,216282,20958460,3616368,64184,142637,251790,616445,87271,29596659
Haledon ,Passaic,NJTPA,2017,115454,28683,112474,1189073,2391,181343,24390050,3597854,13829,130840,45839,111245,87591,30006666
Lodi ,Bergen,NJTPA,2017,1427645,354685,112075,4630993,9131,624463,81452070,14012296,84151,82787,332783,807835,87016,104017930
Demarest ,Bergen,NJTPA,2019,1890320,471696,111709,1097749,40290,214415,20777492,3585142,63630,141406,249616,611122,86517,29341104
Bass River,Burlington,DVRPC,2019,395025,165577,111617,843973,38699,164242,6918716,8517240,63624,122591,270426,418861,50414,18081005
East Amwell,Hunterdon,NJTPA,2019,1887293,470940,111530,1095991,40226,214071,20744220,3579401,63528,141179,249216,610143,86379,29294117
Garwood ,Union,NJTPA,2017,201679,50105,110952,1181897,1364,449145,25599690,3576142,11839,119166,51429,124793,85774,31563975
Margate City ,Atlantic,SJTPO,2015,417012,245600,109708,954759,22326,143088,7695532,8287829,57880,95954,167985,451545,49549,18698765
Tinton Falls ,Monmouth,NJTPA,2017,291340,72381,108599,4981493,52604,1605250,149442694,15072828,179574,282852,484227,1175845,85080,173834767
Stillwater,Sussex,NJTPA,2019,1837516,458519,108589,1067085,39165,208425,20197094,3484994,61852,137456,242643,594051,84100,28521489
High Bridge ,Hunterdon,NJTPA,2019,1824728,455328,107833,1059658,38892,206975,20056529,3460740,61422,136499,240954,589917,83515,28322990
Palisades Park ,Bergen,NJTPA,2017,2263642,562378,107545,2906243,12097,434213,51002531,8793611,111490,79442,440890,1070266,83499,67867847
Allendale ,Bergen,NJTPA,2019,1489770,377723,107510,1726799,32288,353214,45353628,5769755,118349,136564,392225,969631,84694,56912150
Independence,Warren,NJTPA,2019,1793497,447535,105987,1041522,38227,203432,19713257,3401509,60370,134163,236830,579820,82086,27838235
Newfield ,Gloucester,DVRPC,2019,373335,156485,105488,797632,36574,155224,6538820,8049572,60131,115860,255577,395862,47645,17088205
Beachwood ,Ocean,NJTPA,2017,117297,29142,104974,2082931,37298,525143,37742001,6302461,90605,133432,133767,324770,81345,47705166
Delaware,Hunterdon,NJTPA,2019,1769048,441435,104543,1027324,37705,200659,19444530,3355140,59547,132334,233602,571916,80967,27458750
Upper Freehold,Monmouth,NJTPA,2017,794253,197324,103925,2740980,58275,500624,68924117,8293561,198930,270679,536418,1302580,81418,84003084
Mountain Lakes ,Morris,NJTPA,2017,164651,40906,103759,1939116,12435,210750,45751164,5867309,48769,170496,171112,415345,80390,54976202
Aberdeen,Monmouth,NJTPA,2017,359806,89390,103537,3403984,61301,1194774,97772592,10299653,209259,269667,564272,1370218,81113,115779566
Mannington,Salem,SJTPO,2020,308537,377202,103290,1831672,11623,301984,12051259,16682900,17890,222830,206226,670662,81009,32865311
Hainesport,Burlington,DVRPC,2015,314553,974599,103132,3625097,56723,288770,24762044,19512614,144385,118602,536287,1062262,67036,51566105
Runnemede ,Camden,DVRPC,2015,313429,971116,102764,3612139,56520,287738,24673531,19442866,143869,118178,534371,1058465,66796,51381780
Corbin City ,Atlantic,SJTPO,2020,323794,159609,102194,870807,4220,113611,5915149,6500471,12097,49197,188717,358241,45615,14643722
West Amwell,Hunterdon,NJTPA,2019,1708761,426391,100980,992314,36421,193821,18781884,3240801,57518,127824,225641,552426,78208,26522990
Ridgefield Park village,Bergen,NJTPA,2017,2441041,606451,100811,2728440,7910,361712,48935327,8255612,72899,74466,288283,699811,78270,64651033
Edgewater Park,Burlington,DVRPC,2015,307299,952124,100754,3541499,55415,282111,24191004,19062632,141055,115867,523920,1037765,65490,50376935
Dumont ,Bergen,NJTPA,2017,356068,88462,100683,4700647,4080,534848,57991836,14223054,37605,74372,148707,360988,78171,78699521
Knowlton,Warren,NJTPA,2017,4598042,1142335,100403,1224731,74224,153274,27919225,3705749,122133,126471,472200,1146201,77993,40862981
Ho-Ho-Kus ,Bergen,NJTPA,2019,1693622,422613,100085,983522,36098,192104,18615475,3212087,57009,126691,223642,547531,77515,26287994
Bound Brook ,Somerset,NJTPA,2017,125895,31277,99964,2514932,14165,414444,62167368,7609592,65912,152719,257961,625584,77664,74157477
Lakehurst ,Ocean,NJTPA,2019,1684636,420371,99554,978304,35906,191085,18516707,3195045,56706,126019,222455,544626,77103,26148517
Pine Hill ,Camden,DVRPC,2015,302492,937230,99178,3486100,54548,277698,23812590,18764440,138849,114054,515725,1021531,64466,49588900
Eagleswood,Ocean,NJTPA,2019,1673118,417497,98874,971615,35661,189778,18390112,3173201,56318,125158,220934,540903,76576,25969745
Cliffside Park ,Bergen,NJTPA,2017,262437,65200,98143,4292892,3217,531537,53521294,12989279,29651,72496,117257,284642,76199,72344244
Spotswood ,Middlesex,NJTPA,2017,166564,41381,97925,1893004,4643,271614,43786275,5727786,28780,115379,112273,272606,76157,52594387
New Milford ,Bergen,NJTPA,2017,245669,61034,97533,4393189,2734,531091,54360463,13292755,25187,72047,99600,241780,75727,73498809
Jamesburg ,Middlesex,NJTPA,2017,267315,66412,97433,1664920,6646,241282,42242751,5037660,41195,114799,160703,390204,75775,50407095
Audubon ,Camden,DVRPC,2015,297020,920274,97383,3423029,53561,272674,23381769,18424951,136337,111991,506394,1003050,63299,48691730
Haddon Heights ,Camden,DVRPC,2015,294112,911264,96430,3389517,53037,270004,23152862,18244571,135002,110895,501436,993230,62680,48215040
Hopatcong ,Sussex,NJTPA,2017,329902,81961,96332,5547036,96403,1189272,90608752,16784027,149982,244423,450483,1095027,75004,116748604
New Hanover,Burlington,DVRPC,2015,293564,909567,96251,3383205,52938,269501,23109745,18210595,134751,110688,500503,991380,62563,48125250
Brooklawn ,Camden,DVRPC,2019,340297,142637,96153,727046,33337,141488,5960177,7337237,54810,105607,232960,360831,43429,15576010
Fairview ,Bergen,NJTPA,2017,478484,118875,95918,2219438,5363,308490,33800082,6715494,49753,69336,196329,476593,74450,44608605
Riverton ,Burlington,DVRPC,2019,339428,142273,95907,725189,33252,141126,5944953,7318496,54670,105337,232365,359909,43318,15536225
North Wildwood ,Cape May,SJTPO,2020,243904,147752,95425,952480,8773,162249,5301548,7336890,15467,38676,342377,468769,40492,15154799
Allamuchy,Warren,NJTPA,2017,4977729,1236664,95147,1430988,83501,168937,33356655,4329832,146082,120345,559442,1357967,73907,47937196
